population_rank,city,state,region,population,priority_tier,has_cnc_coverage,cnc_event_count,total_event_count,track_event_count,show_event_count,autocross_event_count,nearest_event_distance_miles,last_coverage_check
1,New York,NY,Mid-Atlantic,8336817,1,true,19,28,0,3,3,2.556216910943885,2025-12-15T23:12:46.131324+00:00
2,Los Angeles,CA,Pacific,3979576,1,true,23,46,0,9,0,0,2025-12-15T23:12:46.131324+00:00
3,Chicago,IL,Great Lakes,2696555,1,true,10,19,0,6,0,0,2025-12-15T23:12:46.131324+00:00
4,Houston,TX,Southwest,2304580,1,true,13,22,0,3,3,0.7752733713505748,2025-12-15T23:12:46.131324+00:00
5,Phoenix,AZ,Southwest,1608139,1,true,13,32,0,5,0,5.495919350841137,2025-12-15T23:12:46.131324+00:00
6,Philadelphia,PA,Mid-Atlantic,1576251,1,true,7,11,0,3,0,0.3302097134534461,2025-12-15T23:12:46.131324+00:00
7,San Antonio,TX,Southwest,1495295,1,true,4,5,0,0,1,0,2025-12-15T23:12:46.131324+00:00
8,San Diego,CA,Pacific,1388320,1,true,9,12,0,2,1,0.9033560705493975,2025-12-15T23:12:46.131324+00:00
9,Dallas,TX,Southwest,1302868,1,true,18,20,0,0,0,0.25339288676204447,2025-12-15T23:12:46.131324+00:00
10,San Jose,CA,Pacific,1026908,1,true,1,5,0,4,0,3.504972644177298,2025-12-15T23:12:46.131324+00:00
11,Austin,TX,Southwest,979882,1,true,14,23,6,0,0,0,2025-12-15T23:12:46.131324+00:00
12,Jacksonville,FL,Southeast,954614,1,true,4,10,0,2,0,8.216296394040107,2025-12-15T23:12:46.131324+00:00
13,Fort Worth,TX,Southwest,956709,1,true,10,19,4,2,2,14.253547427864023,2025-12-15T23:12:46.131324+00:00
14,Columbus,OH,Great Lakes,906528,1,true,4,6,0,2,0,2.7502673653002083,2025-12-15T23:12:46.131324+00:00
15,Charlotte,NC,Southeast,897720,1,true,16,16,0,0,0,12.504311083261925,2025-12-15T23:12:46.131324+00:00
16,San Francisco,CA,Pacific,874961,1,true,8,18,6,1,0,8.715045146159392,2025-12-15T23:12:46.131324+00:00
17,Indianapolis,IN,Great Lakes,879293,1,true,6,12,0,1,0,0.3762211764341765,2025-12-15T23:12:46.131324+00:00
18,Seattle,WA,Pacific,749256,1,true,12,16,0,2,2,13.829366594577461,2025-12-15T23:12:46.131324+00:00
19,Denver,CO,Mountain,716492,1,true,13,18,0,0,4,4.591035311722349,2025-12-15T23:12:46.131324+00:00
20,Washington,DC,Mid-Atlantic,678972,1,true,16,20,0,2,0,0.8365129865627817,2025-12-15T23:12:46.131324+00:00
21,Boston,MA,New England,675647,1,true,11,15,0,4,0,5.006544201578022,2025-12-15T23:12:46.131324+00:00
22,El Paso,TX,Southwest,678415,1,true,2,2,0,0,0,6.333911727931092,2025-12-15T23:12:46.131324+00:00
23,Nashville,TN,Southeast,683622,1,true,10,13,0,3,0,2.285177951894069,2025-12-15T23:12:46.131324+00:00
24,Oklahoma City,OK,Southwest,687725,1,true,3,5,0,0,0,0,2025-12-15T23:12:46.131324+00:00
25,Las Vegas,NV,Pacific,660929,1,true,6,12,0,0,0,2.7164213817049867,2025-12-15T23:12:46.131324+00:00
26,Detroit,MI,Great Lakes,633218,1,true,7,20,0,4,4,0.33694050956948884,2025-12-15T23:12:46.131324+00:00
27,Portland,OR,Pacific,641162,1,true,9,15,2,0,0,0,2025-12-15T23:12:46.131324+00:00
28,Memphis,TN,Southeast,628127,1,true,1,1,0,0,0,14.18805073458343,2025-12-15T23:12:46.131324+00:00
29,Louisville,KY,Southeast,620118,1,true,1,1,0,0,0,6.088141451764919,2025-12-15T23:12:46.131324+00:00
30,Milwaukee,WI,Great Lakes,563305,1,true,2,3,0,0,0,0.4216162866163722,2025-12-15T23:12:46.131324+00:00
31,Baltimore,MD,Mid-Atlantic,569931,1,true,2,7,0,0,3,7.780303648616242,2025-12-15T23:12:46.131324+00:00
32,Albuquerque,NM,Southwest,562599,1,true,5,5,0,0,0,4.956506935826152,2025-12-15T23:12:46.131324+00:00
33,Tucson,AZ,Southwest,543242,1,true,2,2,0,0,0,9.972641917507715,2025-12-15T23:12:46.131324+00:00
34,Fresno,CA,Pacific,545567,1,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
35,Sacramento,CA,Pacific,528001,1,true,3,3,0,0,0,13.536146546323861,2025-12-15T23:12:46.131324+00:00
36,Mesa,AZ,Southwest,511648,1,true,13,32,0,5,0,6.2985859646916476,2025-12-15T23:12:46.131324+00:00
37,Kansas City,MO,Plains,508090,1,true,6,7,0,0,0,3.1373906200342487,2025-12-15T23:12:46.131324+00:00
38,Atlanta,GA,Southeast,499127,1,true,21,34,0,5,7,0,2025-12-15T23:12:46.131324+00:00
39,Omaha,NE,Plains,486051,1,true,2,3,0,0,0,6.0375715614404655,2025-12-15T23:12:46.131324+00:00
40,Colorado Springs,CO,Mountain,488664,1,true,1,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
41,Raleigh,NC,Southeast,474069,1,true,10,10,0,0,0,4.136687478302481,2025-12-15T23:12:46.131324+00:00
42,Long Beach,CA,Pacific,466776,1,true,24,46,0,8,0,0,2025-12-15T23:12:46.131324+00:00
43,Virginia Beach,VA,Mid-Atlantic,454808,1,true,5,6,0,0,0,0,2025-12-15T23:12:46.131324+00:00
44,Miami,FL,Southeast,449514,1,true,16,23,4,0,1,0,2025-12-15T23:12:46.131324+00:00
45,Oakland,CA,Pacific,430553,1,true,8,22,6,5,0,14.910256087958944,2025-12-15T23:12:46.131324+00:00
46,Minneapolis,MN,Great Lakes,425115,1,true,9,10,0,0,0,0,2025-12-15T23:12:46.131324+00:00
47,Tulsa,OK,Southwest,411894,1,true,2,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
48,Bakersfield,CA,Pacific,410647,1,true,1,8,1,1,0,0,2025-12-15T23:12:46.131324+00:00
49,Tampa,FL,Southeast,403364,1,true,15,16,0,1,0,4.125271611801426,2025-12-15T23:12:46.131324+00:00
50,Arlington,TX,Southwest,398854,1,true,18,26,0,2,2,2.6000468196391995,2025-12-15T23:12:46.131324+00:00
51,Wichita,KS,Plains,397532,2,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
52,New Orleans,LA,Southeast,376971,2,true,1,1,0,0,0,6.148871399182431,2025-12-15T23:12:46.131324+00:00
53,Cleveland,OH,Great Lakes,367991,2,true,2,5,0,0,3,11.127200781276375,2025-12-15T23:12:46.131324+00:00
54,Aurora,CO,Mountain,394759,2,true,13,19,0,0,4,13.028515835981372,2025-12-15T23:12:46.131324+00:00
55,Anaheim,CA,Pacific,353085,2,true,26,55,2,8,10,2.5439619519379892,2025-12-15T23:12:46.131324+00:00
56,Honolulu,HI,Pacific,343302,2,true,1,1,0,0,0,1.3443882272693881,2025-12-15T23:12:46.131324+00:00
57,Henderson,NV,Pacific,331893,2,true,6,12,0,0,0,8.02851070986185,2025-12-15T23:12:46.131324+00:00
58,Stockton,CA,Pacific,322120,2,true,3,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
59,Lexington,KY,Southeast,323780,2,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
60,Riverside,CA,Pacific,316199,2,true,10,24,2,1,11,0,2025-12-15T23:12:46.131324+00:00
61,Santa Ana,CA,Pacific,309441,2,true,26,34,0,4,0,3.8017183579144307,2025-12-15T23:12:46.131324+00:00
62,Orlando,FL,Southeast,316401,2,true,5,7,0,0,0,0.6567380178785704,2025-12-15T23:12:46.131324+00:00
63,Irvine,CA,Pacific,310149,2,true,13,21,0,4,1,0,2025-12-15T23:12:46.131324+00:00
64,Newark,NJ,Mid-Atlantic,305220,2,true,12,19,0,1,3,7.425757908408912,2025-12-15T23:12:46.131324+00:00
65,Cincinnati,OH,Great Lakes,311097,2,true,5,5,0,0,0,9.913723706822262,2025-12-15T23:12:46.131324+00:00
66,St. Paul,MN,Great Lakes,310037,2,true,9,10,0,0,0,8.716054400987735,2025-12-15T23:12:46.131324+00:00
67,Pittsburgh,PA,Mid-Atlantic,302971,2,true,2,2,0,0,0,11.044533917220344,2025-12-15T23:12:46.131324+00:00
68,Greensboro,NC,Southeast,301601,2,true,3,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
69,Lincoln,NE,Plains,295222,2,true,1,6,0,0,5,0,2025-12-15T23:12:46.131324+00:00
70,Durham,NC,Southeast,291992,2,true,10,10,0,0,0,17.487935345810136,2025-12-15T23:12:46.131324+00:00
71,St. Louis,MO,Plains,293310,2,true,5,5,0,0,0,14.900546221818251,2025-12-15T23:12:46.131324+00:00
72,Plano,TX,Southwest,288253,2,true,8,10,0,0,0,8.358669829165217,2025-12-15T23:12:46.131324+00:00
73,Jersey City,NJ,Mid-Atlantic,287559,2,true,12,19,0,1,3,3.4626600337785183,2025-12-15T23:12:46.131324+00:00
74,Chandler,AZ,Southwest,282286,2,true,14,32,0,5,0,10.025427757292523,2025-12-15T23:12:46.131324+00:00
75,Chula Vista,CA,Pacific,280869,2,true,9,12,0,2,1,7.019518550902724,2025-12-15T23:12:46.131324+00:00
76,Buffalo,NY,Mid-Atlantic,276807,2,true,2,2,0,0,0,1.9147726628127708,2025-12-15T23:12:46.131324+00:00
77,Gilbert,AZ,Southwest,275411,2,true,13,32,0,5,0,10.059672739370933,2025-12-15T23:12:46.131324+00:00
78,North Las Vegas,NV,Pacific,274417,2,true,6,12,0,0,0,5.015742439934788,2025-12-15T23:12:46.131324+00:00
79,Norfolk,VA,Mid-Atlantic,235430,2,true,6,7,0,0,0,0,2025-12-15T23:12:46.131324+00:00
80,Madison,WI,Great Lakes,272903,2,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
81,Reno,NV,Pacific,268828,2,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
82,Fort Wayne,IN,Great Lakes,264616,2,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
83,Laredo,TX,Southwest,261776,2,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
84,Toledo,OH,Great Lakes,265304,2,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
85,Lubbock,TX,Southwest,264268,2,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
86,St. Petersburg,FL,Southeast,261338,2,true,13,14,0,1,0,1.2365488803422078,2025-12-15T23:12:46.131324+00:00
87,Irving,TX,Southwest,256684,2,true,18,25,0,2,2,7.561723782319256,2025-12-15T23:12:46.131324+00:00
88,Scottsdale,AZ,Southwest,260782,2,true,12,31,0,5,0,0.13914345649923254,2025-12-15T23:12:46.131324+00:00
89,Glendale,AZ,Southwest,252381,2,true,12,31,0,5,0,4.4769522027025,2025-12-15T23:12:46.131324+00:00
90,Winston-Salem,NC,Southeast,252268,2,true,3,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
91,Chesapeake,VA,Mid-Atlantic,254997,2,true,6,7,0,0,0,0,2025-12-15T23:12:46.131324+00:00
92,Garland,TX,Southwest,249425,2,true,8,10,0,0,0,11.880932943484082,2025-12-15T23:12:46.131324+00:00
94,Fremont,CA,Pacific,230504,2,true,7,13,0,4,0,9.717440395482468,2025-12-15T23:12:46.131324+00:00
95,Boise,ID,Mountain,235684,2,true,1,1,0,0,0,0.33197594662602115,2025-12-15T23:12:46.131324+00:00
96,Richmond,VA,Mid-Atlantic,233655,2,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
97,Baton Rouge,LA,Southeast,225128,2,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
98,Spokane,WA,Pacific,230160,2,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
99,Des Moines,IA,Plains,212031,2,true,2,5,0,2,1,3.119208979363372,2025-12-15T23:12:46.131324+00:00
100,Tacoma,WA,Pacific,222209,2,true,11,15,0,2,2,1.8588395535186741,2025-12-15T23:12:46.131324+00:00
101,Modesto,CA,Pacific,218464,3,true,2,4,0,0,2,0,2025-12-15T23:12:46.131324+00:00
102,San Bernardino,CA,Pacific,222101,3,true,13,27,2,1,11,0,2025-12-15T23:12:46.131324+00:00
103,Fontana,CA,Pacific,217235,3,true,10,24,2,1,11,0,2025-12-15T23:12:46.131324+00:00
104,Moreno Valley,CA,Pacific,216845,3,true,10,23,2,0,11,0,2025-12-15T23:12:46.131324+00:00
105,Santa Clarita,CA,Pacific,228673,3,true,13,31,0,5,0,0,2025-12-15T23:12:46.131324+00:00
106,Fayetteville,NC,Southeast,214219,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
107,Birmingham,AL,Southeast,197575,3,true,2,9,6,0,0,7.684165076431581,2025-12-15T23:12:46.131324+00:00
108,Rochester,NY,Mid-Atlantic,208046,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
109,Oxnard,CA,Pacific,201879,3,true,3,6,0,1,0,0,2025-12-15T23:12:46.131324+00:00
110,Port St. Lucie,FL,Southeast,231790,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
111,Grand Rapids,MI,Great Lakes,199417,3,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
112,Huntsville,AL,Southeast,223205,3,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
113,Salt Lake City,UT,Mountain,202766,3,true,11,12,0,0,0,0,2025-12-15T23:12:46.131324+00:00
114,Yonkers,NY,Mid-Atlantic,199663,3,true,25,34,0,3,3,9.030116583841933,2025-12-15T23:12:46.131324+00:00
115,Glendale,CA,Pacific,196543,3,true,23,45,0,9,0,5.15822769425892,2025-12-15T23:12:46.131324+00:00
116,Huntington Beach,CA,Pacific,198711,3,true,24,31,0,3,0,8.659151680832334,2025-12-15T23:12:46.131324+00:00
117,McKinney,TX,Southwest,211166,3,true,8,8,0,0,0,13.808913612887023,2025-12-15T23:12:46.131324+00:00
118,Montgomery,AL,Southeast,198218,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
119,Amarillo,TX,Southwest,199371,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
120,Little Rock,AR,Southeast,203401,3,true,1,1,0,0,0,8.998612650365908,2025-12-15T23:12:46.131324+00:00
121,Akron,OH,Great Lakes,188960,3,true,2,2,0,0,0,28.845597357245722,2025-12-15T23:12:46.131324+00:00
122,Augusta,GA,Southeast,202081,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
123,Grand Prairie,TX,Southwest,194543,3,true,18,25,0,2,2,6.474627352716373,2025-12-15T23:12:46.131324+00:00
124,Columbus,GA,Southeast,199391,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
125,Mobile,AL,Southeast,184952,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
126,Overland Park,KS,Plains,199548,3,true,6,7,0,0,0,6.49037988553297,2025-12-15T23:12:46.131324+00:00
127,Tallahassee,FL,Southeast,201731,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
128,Knoxville,TN,Southeast,193648,3,true,1,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
129,Worcester,MA,New England,206518,3,true,1,5,3,0,1,0,2025-12-15T23:12:46.131324+00:00
130,Brownsville,TX,Southwest,187831,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
132,Providence,RI,New England,190934,3,true,4,5,0,1,0,0.36201306920251125,2025-12-15T23:12:46.131324+00:00
133,Fort Lauderdale,FL,Southeast,186220,3,true,16,20,0,2,0,12.386739686731394,2025-12-15T23:12:46.131324+00:00
134,Tempe,AZ,Southwest,185587,3,true,13,32,0,5,0,0.006909758508645552,2025-12-15T23:12:46.131324+00:00
135,Santa Rosa,CA,Pacific,178127,3,true,1,10,6,1,0,0,2025-12-15T23:12:46.131324+00:00
136,Peoria,AZ,Southwest,195189,3,true,12,31,0,5,0,3.932764910676319,2025-12-15T23:12:46.131324+00:00
137,Eugene,OR,Pacific,176654,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
138,Rancho Cucamonga,CA,Pacific,179326,3,true,9,23,2,1,10,0,2025-12-15T23:12:46.131324+00:00
139,Pembroke Pines,FL,Southeast,172439,3,true,16,20,0,2,0,11.788042092911564,2025-12-15T23:12:46.131324+00:00
140,Sioux Falls,SD,Plains,199792,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
141,Cape Coral,FL,Southeast,216902,3,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
142,Salem,OR,Pacific,181380,3,true,8,8,0,0,0,27.805372255474584,2025-12-15T23:12:46.131324+00:00
143,Lancaster,CA,Pacific,173516,3,true,2,9,7,0,0,0,2025-12-15T23:12:46.131324+00:00
144,Corona,CA,Pacific,155868,3,true,11,28,2,1,11,11.148926305176676,2025-12-15T23:12:46.131324+00:00
145,Springfield,MO,Plains,169176,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
146,Elk Grove,CA,Pacific,178997,3,true,4,4,0,0,0,19.988632508755376,2025-12-15T23:12:46.131324+00:00
147,Palmdale,CA,Pacific,169450,3,true,2,11,7,1,0,0,2025-12-15T23:12:46.131324+00:00
148,Salinas,CA,Pacific,166361,3,true,1,45,9,12,3,0,2025-12-15T23:12:46.131324+00:00
149,Pasadena,TX,Southwest,151227,3,true,11,20,0,3,3,10.356375119106387,2025-12-15T23:12:46.131324+00:00
150,Rockford,IL,Great Lakes,146880,3,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
151,Pomona,CA,Pacific,150812,3,true,18,40,2,3,10,2.41232744047024,2025-12-15T23:12:46.131324+00:00
152,Hayward,CA,Pacific,161039,3,true,9,15,0,4,0,11.115647518414992,2025-12-15T23:12:46.131324+00:00
153,Joliet,IL,Great Lakes,150362,3,true,7,20,3,2,8,1.0669315526882648,2025-12-15T23:12:46.131324+00:00
154,Escondido,CA,Pacific,149296,3,true,9,12,0,2,1,15.137799496063016,2025-12-15T23:12:46.131324+00:00
155,Kansas City,KS,Plains,155761,3,true,6,7,0,0,0,4.372431538230592,2025-12-15T23:12:46.131324+00:00
156,Sunnyvale,CA,Pacific,153185,3,true,1,5,0,4,0,10.240652942467035,2025-12-15T23:12:46.131324+00:00
157,Naperville,IL,Great Lakes,149540,3,true,7,26,3,5,8,8.488302683865534,2025-12-15T23:12:46.131324+00:00
158,Torrance,CA,Pacific,143592,3,true,23,46,0,8,0,1.6498038684460632,2025-12-15T23:12:46.131324+00:00
159,Bridgeport,CT,New England,148529,3,true,15,17,0,2,0,17.459153823858447,2025-12-15T23:12:46.131324+00:00
160,Savannah,GA,Southeast,147780,3,true,2,4,0,2,0,9.967667597197893,2025-12-15T23:12:46.131324+00:00
161,Paterson,NJ,Mid-Atlantic,148678,3,true,19,28,0,3,3,5.609203163563135,2025-12-15T23:12:46.131324+00:00
162,Cary,NC,Southeast,180245,3,true,10,10,0,0,0,2.2111227227665746,2025-12-15T23:12:46.131324+00:00
163,Syracuse,NY,Mid-Atlantic,146396,3,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
164,Mesquite,TX,Southwest,150108,3,true,18,20,0,0,0,11.726354542342767,2025-12-15T23:12:46.131324+00:00
165,Roseville,CA,Pacific,153044,3,true,3,3,0,0,0,13.289247756239833,2025-12-15T23:12:46.131324+00:00
166,McAllen,TX,Southwest,143268,3,true,4,4,0,0,0,0,2025-12-15T23:12:46.131324+00:00
